Starting training...
{'loss': 0.4442, 'learning_rate': 4.895500106632545e-05, 'epoch': 0.06}
{'loss': 0.0911, 'learning_rate': 4.978857142857143e-06, 'epoch': 0.75}
{'loss': 0.0929, 'learning_rate': 4.921714285714287e-06, 'epoch': 0.75}
{'loss': 0.099, 'learning_rate': 4.864571428571429e-06, 'epoch': 0.76}
{'loss': 0.0949, 'learning_rate': 4.807428571428572e-06, 'epoch': 0.76}
{'loss': 0.0772, 'learning_rate': 4.750285714285714e-06, 'epoch': 0.76}
{'loss': 0.1029, 'learning_rate': 4.693142857142858e-06, 'epoch': 0.77}
{'loss': 0.0774, 'learning_rate': 4.636e-06, 'epoch': 0.77}
{'loss': 0.0889, 'learning_rate': 4.578857142857143e-06, 'epoch': 0.77}
{'loss': 0.0836, 'learning_rate': 4.522285714285715e-06, 'epoch': 0.77}
{'loss': 0.1124, 'learning_rate': 4.465142857142857e-06, 'epoch': 0.78}
{'loss': 0.0883, 'learning_rate': 4.408000000000001e-06, 'epoch': 0.78}
{'loss': 0.0982, 'learning_rate': 4.350857142857143e-06, 'epoch': 0.78}
{'loss': 0.0681, 'learning_rate': 4.293714285714286e-06, 'epoch': 0.79}
{'loss': 0.0961, 'learning_rate': 4.236571428571429e-06, 'epoch': 0.79}
{'loss': 0.1073, 'learning_rate': 4.179428571428571e-06, 'epoch': 0.79}
{'loss': 0.0878, 'learning_rate': 4.122285714285715e-06, 'epoch': 0.79}
{'loss': 0.095, 'learning_rate': 4.065142857142857e-06, 'epoch': 0.8}
{'loss': 0.0907, 'learning_rate': 4.008e-06, 'epoch': 0.8}
{'loss': 0.0913, 'learning_rate': 3.950857142857143e-06, 'epoch': 0.8}
{'loss': 0.1042, 'learning_rate': 3.8937142857142865e-06, 'epoch': 0.81}
{'loss': 0.0889, 'learning_rate': 3.836571428571429e-06, 'epoch': 0.81}
{'loss': 0.0855, 'learning_rate': 3.7794285714285717e-06, 'epoch': 0.81}
{'loss': 0.0883, 'learning_rate': 3.7222857142857144e-06, 'epoch': 0.81}
{'loss': 0.0884, 'learning_rate': 3.665142857142858e-06, 'epoch': 0.82}
{'loss': 0.0855, 'learning_rate': 3.6080000000000004e-06, 'epoch': 0.82}
{'loss': 0.0917, 'learning_rate': 3.550857142857143e-06, 'epoch': 0.82}
{'loss': 0.0811, 'learning_rate': 3.4937142857142857e-06, 'epoch': 0.83}
{'loss': 0.1028, 'learning_rate': 3.436571428571429e-06, 'epoch': 0.83}
{'loss': 0.1053, 'learning_rate': 3.3800000000000007e-06, 'epoch': 0.83}
{'loss': 0.1035, 'learning_rate': 3.3228571428571433e-06, 'epoch': 0.83}
{'loss': 0.0908, 'learning_rate': 3.265714285714286e-06, 'epoch': 0.84}
{'loss': 0.0621, 'learning_rate': 3.2085714285714285e-06, 'epoch': 0.84}
{'loss': 0.1024, 'learning_rate': 3.151428571428572e-06, 'epoch': 0.84}
{'loss': 0.0895, 'learning_rate': 3.0942857142857146e-06, 'epoch': 0.85}
{'loss': 0.0796, 'learning_rate': 3.0371428571428572e-06, 'epoch': 0.85}
{'loss': 0.0694, 'learning_rate': 2.9800000000000003e-06, 'epoch': 0.85}
{'loss': 0.0862, 'learning_rate': 2.922857142857143e-06, 'epoch': 0.85}
{'loss': 0.1017, 'learning_rate': 2.865714285714286e-06, 'epoch': 0.86}
{'loss': 0.082, 'learning_rate': 2.808571428571429e-06, 'epoch': 0.86}
{'loss': 0.0939, 'learning_rate': 2.7514285714285716e-06, 'epoch': 0.86}
{'loss': 0.0882, 'learning_rate': 2.694285714285714e-06, 'epoch': 0.87}
{'loss': 0.0716, 'learning_rate': 2.6371428571428577e-06, 'epoch': 0.87}
{'loss': 0.0834, 'learning_rate': 2.5800000000000003e-06, 'epoch': 0.87}
{'loss': 0.1081, 'learning_rate': 2.522857142857143e-06, 'epoch': 0.87}
{'loss': 0.0969, 'learning_rate': 2.465714285714286e-06, 'epoch': 0.88}
{'loss': 0.0842, 'learning_rate': 2.4085714285714286e-06, 'epoch': 0.88}
{'loss': 0.0766, 'learning_rate': 2.3514285714285716e-06, 'epoch': 0.88}
{'loss': 0.0988, 'learning_rate': 2.2942857142857146e-06, 'epoch': 0.89}
{'loss': 0.0868, 'learning_rate': 2.2371428571428573e-06, 'epoch': 0.89}
{'loss': 0.0733, 'learning_rate': 2.1800000000000003e-06, 'epoch': 0.89}
{'loss': 0.1138, 'learning_rate': 2.122857142857143e-06, 'epoch': 0.89}
{'loss': 0.0822, 'learning_rate': 2.065714285714286e-06, 'epoch': 0.9}
{'loss': 0.0902, 'learning_rate': 2.0085714285714286e-06, 'epoch': 0.9}
{'loss': 0.0869, 'learning_rate': 1.9514285714285716e-06, 'epoch': 0.9}
{'loss': 0.0896, 'learning_rate': 1.8942857142857142e-06, 'epoch': 0.91}
{'loss': 0.0925, 'learning_rate': 1.8371428571428573e-06, 'epoch': 0.91}
{'loss': 0.079, 'learning_rate': 1.7800000000000001e-06, 'epoch': 0.91}
{'loss': 0.0899, 'learning_rate': 1.7228571428571432e-06, 'epoch': 0.91}
{'loss': 0.1059, 'learning_rate': 1.6657142857142858e-06, 'epoch': 0.92}
{'loss': 0.0915, 'learning_rate': 1.6085714285714288e-06, 'epoch': 0.92}
{'loss': 0.0781, 'learning_rate': 1.5514285714285714e-06, 'epoch': 0.92}
{'loss': 0.1023, 'learning_rate': 1.4942857142857145e-06, 'epoch': 0.93}
{'loss': 0.0965, 'learning_rate': 1.4371428571428573e-06, 'epoch': 0.93}
{'loss': 0.0838, 'learning_rate': 1.3800000000000001e-06, 'epoch': 0.93}
{'loss': 0.0917, 'learning_rate': 1.322857142857143e-06, 'epoch': 0.93}
{'loss': 0.0651, 'learning_rate': 1.265714285714286e-06, 'epoch': 0.94}
{'loss': 0.0785, 'learning_rate': 1.2085714285714286e-06, 'epoch': 0.94}
{'loss': 0.0711, 'learning_rate': 1.1514285714285714e-06, 'epoch': 0.94}
{'loss': 0.0784, 'learning_rate': 1.0942857142857145e-06, 'epoch': 0.95}
{'loss': 0.1113, 'learning_rate': 1.0377142857142858e-06, 'epoch': 0.95}
{'loss': 0.0854, 'learning_rate': 9.805714285714286e-07, 'epoch': 0.95}
{'loss': 0.0763, 'learning_rate': 9.234285714285715e-07, 'epoch': 0.95}
{'loss': 0.069, 'learning_rate': 8.662857142857144e-07, 'epoch': 0.96}
{'loss': 0.0745, 'learning_rate': 8.091428571428572e-07, 'epoch': 0.96}
{'loss': 0.084, 'learning_rate': 7.520000000000001e-07, 'epoch': 0.96}
{'loss': 0.0647, 'learning_rate': 6.954285714285715e-07, 'epoch': 0.97}
{'loss': 0.0778, 'learning_rate': 6.382857142857143e-07, 'epoch': 0.97}
{'loss': 0.0968, 'learning_rate': 5.811428571428572e-07, 'epoch': 0.97}
{'loss': 0.101, 'learning_rate': 5.240000000000001e-07, 'epoch': 0.97}
{'loss': 0.0832, 'learning_rate': 4.668571428571429e-07, 'epoch': 0.98}
{'loss': 0.0836, 'learning_rate': 4.097142857142857e-07, 'epoch': 0.98}
{'loss': 0.0869, 'learning_rate': 3.525714285714286e-07, 'epoch': 0.98}
{'loss': 0.0979, 'learning_rate': 2.9542857142857146e-07, 'epoch': 0.99}
{'loss': 0.0801, 'learning_rate': 2.382857142857143e-07, 'epoch': 0.99}
{'loss': 0.0712, 'learning_rate': 1.8114285714285717e-07, 'epoch': 0.99}
{'loss': 0.0844, 'learning_rate': 1.24e-07, 'epoch': 0.99}
{'loss': 0.0879, 'learning_rate': 6.685714285714285e-08, 'epoch': 1.0}
{'loss': 0.1078, 'learning_rate': 9.714285714285715e-09, 'epoch': 1.0}
{'eval_loss': 0.08394443243741989, 'eval_accuracy': 0.9738157894736842, 'eval_f1': 0.973815726352177, 'eval_runtime': 153.7897, 'eval_samples_per_second': 247.091, 'eval_steps_per_second': 15.443, 'epoch': 1.0}
{'train_runtime': 2400.1361, 'train_samples_per_second': 233.32, 'train_steps_per_second': 14.583, 'train_loss': 0.1060913656779698, 'epoch': 1.0}
Fine-tuning finished. Fine-tuning time: 2400.17 seconds.
Evaluating the fine-tuned model on Yelp test set...
Accuracy on Yelp after fine-tuning: 0.9738
F1-score on Yelp after fine-tuning: 0.9738
Inference time (Yelp batch): 0.29 ms/example
GPU memory consumption: 5.26 GB
\nResults table for Yelp fine-tuning evaluation:
| Model                 | Accuracy (Yelp) | F1-score (Yelp) | Inference Time (ms) | Memory (GB) | Fine-tuning Time (s) |
|-----------------------|-----------------|-----------------|---------------------|-------------|----------------------|
| DistilBERT (fine-tuned) | 0.9738          | 0.9738          | 0.29          | 5.26       | 2400.17         |

---
Starting training DistilBERT on Yelp from scratch...
{'loss': 0.4058, 'learning_rate': 1.9944e-05, 'epoch': 0.0}
{'loss': 0.2264, 'learning_rate': 1.9887428571428574e-05, 'epoch': 0.01}
{'loss': 0.2124, 'learning_rate': 1.9830285714285715e-05, 'epoch': 0.01}
{'loss': 0.1826, 'learning_rate': 1.977314285714286e-05, 'epoch': 0.01}
{'loss': 0.2227, 'learning_rate': 1.9716000000000002e-05, 'epoch': 0.01}
{'loss': 0.1655, 'learning_rate': 1.9658857142857143e-05, 'epoch': 0.02}
{'loss': 0.224, 'learning_rate': 1.9601714285714287e-05, 'epoch': 0.02}
{'loss': 0.1832, 'learning_rate': 1.954457142857143e-05, 'epoch': 0.02}
{'loss': 0.2069, 'learning_rate': 1.948742857142857e-05, 'epoch': 0.03}
{'loss': 0.1947, 'learning_rate': 1.9430285714285715e-05, 'epoch': 0.03}
{'loss': 0.1414, 'learning_rate': 1.937314285714286e-05, 'epoch': 0.03}
{'loss': 0.1741, 'learning_rate': 1.9316000000000003e-05, 'epoch': 0.03}
{'loss': 0.1657, 'learning_rate': 1.9258857142857143e-05, 'epoch': 0.04}
{'loss': 0.1392, 'learning_rate': 1.9201714285714287e-05, 'epoch': 0.04}
{'loss': 0.1629, 'learning_rate': 1.914457142857143e-05, 'epoch': 0.04}
{'loss': 0.154, 'learning_rate': 1.908742857142857e-05, 'epoch': 0.05}
{'loss': 0.1541, 'learning_rate': 1.9030285714285715e-05, 'epoch': 0.05}
{'loss': 0.1364, 'learning_rate': 1.897314285714286e-05, 'epoch': 0.05}
{'loss': 0.153, 'learning_rate': 1.8916e-05, 'epoch': 0.05}
{'loss': 0.1655, 'learning_rate': 1.8858857142857147e-05, 'epoch': 0.06}
{'loss': 0.1737, 'learning_rate': 1.8801714285714288e-05, 'epoch': 0.06}
{'loss': 0.1428, 'learning_rate': 1.8744571428571428e-05, 'epoch': 0.06}
{'loss': 0.1368, 'learning_rate': 1.8687428571428572e-05, 'epoch': 0.07}
{'loss': 0.1701, 'learning_rate': 1.8630285714285716e-05, 'epoch': 0.07}
{'loss': 0.1133, 'learning_rate': 1.857314285714286e-05, 'epoch': 0.07}
{'loss': 0.1604, 'learning_rate': 1.8516e-05, 'epoch': 0.07}
{'loss': 0.1341, 'learning_rate': 1.8458857142857144e-05, 'epoch': 0.08}
{'loss': 0.1519, 'learning_rate': 1.8401714285714288e-05, 'epoch': 0.08}
{'loss': 0.1324, 'learning_rate': 1.834457142857143e-05, 'epoch': 0.08}
{'loss': 0.152, 'learning_rate': 1.8287428571428572e-05, 'epoch': 0.09}
{'loss': 0.149, 'learning_rate': 1.8230285714285716e-05, 'epoch': 0.09}
{'loss': 0.1261, 'learning_rate': 1.8173142857142857e-05, 'epoch': 0.09}
{'loss': 0.1407, 'learning_rate': 1.8116000000000004e-05, 'epoch': 0.09}
{'loss': 0.1317, 'learning_rate': 1.8058857142857145e-05, 'epoch': 0.1}
{'loss': 0.1293, 'learning_rate': 1.800171428571429e-05, 'epoch': 0.1}
{'loss': 0.1447, 'learning_rate': 1.794457142857143e-05, 'epoch': 0.1}
{'loss': 0.1452, 'learning_rate': 1.7887428571428573e-05, 'epoch': 0.11}
{'loss': 0.1392, 'learning_rate': 1.7830285714285717e-05, 'epoch': 0.11}
{'loss': 0.1336, 'learning_rate': 1.7773142857142857e-05, 'epoch': 0.11}
{'loss': 0.1011, 'learning_rate': 1.7716e-05, 'epoch': 0.11}
{'loss': 0.1498, 'learning_rate': 1.7658857142857145e-05, 'epoch': 0.12}
{'loss': 0.1397, 'learning_rate': 1.7601714285714286e-05, 'epoch': 0.12}
{'loss': 0.1648, 'learning_rate': 1.754457142857143e-05, 'epoch': 0.12}
{'loss': 0.1337, 'learning_rate': 1.7487428571428573e-05, 'epoch': 0.13}
{'loss': 0.128, 'learning_rate': 1.7430857142857147e-05, 'epoch': 0.13}
{'loss': 0.1189, 'learning_rate': 1.7373714285714287e-05, 'epoch': 0.13}
{'loss': 0.1539, 'learning_rate': 1.731657142857143e-05, 'epoch': 0.13}
{'loss': 0.1388, 'learning_rate': 1.7259428571428575e-05, 'epoch': 0.14}
{'loss': 0.0958, 'learning_rate': 1.7202285714285715e-05, 'epoch': 0.14}
{'loss': 0.1237, 'learning_rate': 1.714514285714286e-05, 'epoch': 0.14}
{'loss': 0.1325, 'learning_rate': 1.7088000000000003e-05, 'epoch': 0.15}
{'loss': 0.1663, 'learning_rate': 1.7030857142857144e-05, 'epoch': 0.15}
{'loss': 0.1303, 'learning_rate': 1.6973714285714287e-05, 'epoch': 0.15}
{'loss': 0.132, 'learning_rate': 1.6916571428571428e-05, 'epoch': 0.15}
{'loss': 0.1297, 'learning_rate': 1.6859428571428572e-05, 'epoch': 0.16}
{'loss': 0.1269, 'learning_rate': 1.6802285714285716e-05, 'epoch': 0.16}
{'loss': 0.13, 'learning_rate': 1.6745142857142856e-05, 'epoch': 0.16}
{'loss': 0.1206, 'learning_rate': 1.6688000000000004e-05, 'epoch': 0.17}
{'loss': 0.1529, 'learning_rate': 1.6630857142857144e-05, 'epoch': 0.17}
{'loss': 0.1161, 'learning_rate': 1.6573714285714288e-05, 'epoch': 0.17}
{'loss': 0.115, 'learning_rate': 1.6516571428571432e-05, 'epoch': 0.17}
{'loss': 0.1193, 'learning_rate': 1.6459428571428572e-05, 'epoch': 0.18}
{'loss': 0.1262, 'learning_rate': 1.6402285714285716e-05, 'epoch': 0.18}
{'loss': 0.1288, 'learning_rate': 1.634514285714286e-05, 'epoch': 0.18}
{'loss': 0.1273, 'learning_rate': 1.6288e-05, 'epoch': 0.19}
{'loss': 0.1149, 'learning_rate': 1.6230857142857144e-05, 'epoch': 0.19}
{'loss': 0.1338, 'learning_rate': 1.617371428571429e-05, 'epoch': 0.19}
{'loss': 0.1281, 'learning_rate': 1.6117142857142858e-05, 'epoch': 0.19}
{'loss': 0.1183, 'learning_rate': 1.6060000000000002e-05, 'epoch': 0.2}
{'loss': 0.1175, 'learning_rate': 1.6002857142857146e-05, 'epoch': 0.2}
{'loss': 0.1157, 'learning_rate': 1.5945714285714286e-05, 'epoch': 0.2}
{'loss': 0.1448, 'learning_rate': 1.588857142857143e-05, 'epoch': 0.21}
{'loss': 0.1181, 'learning_rate': 1.5831428571428574e-05, 'epoch': 0.21}
{'loss': 0.109, 'learning_rate': 1.5774285714285715e-05, 'epoch': 0.21}
{'loss': 0.1253, 'learning_rate': 1.571714285714286e-05, 'epoch': 0.21}
{'loss': 0.1301, 'learning_rate': 1.5660000000000003e-05, 'epoch': 0.22}
{'loss': 0.1179, 'learning_rate': 1.5602857142857143e-05, 'epoch': 0.22}
{'loss': 0.1172, 'learning_rate': 1.5545714285714287e-05, 'epoch': 0.22}
{'loss': 0.1257, 'learning_rate': 1.548857142857143e-05, 'epoch': 0.23}
{'loss': 0.1208, 'learning_rate': 1.543142857142857e-05, 'epoch': 0.23}
{'loss': 0.1138, 'learning_rate': 1.5374285714285715e-05, 'epoch': 0.23}
{'loss': 0.1578, 'learning_rate': 1.531714285714286e-05, 'epoch': 0.23}
{'loss': 0.1031, 'learning_rate': 1.5260000000000003e-05, 'epoch': 0.24}
{'loss': 0.1151, 'learning_rate': 1.5202857142857143e-05, 'epoch': 0.24}
{'loss': 0.1324, 'learning_rate': 1.5145714285714287e-05, 'epoch': 0.24}
{'loss': 0.1134, 'learning_rate': 1.508857142857143e-05, 'epoch': 0.25}
{'loss': 0.1297, 'learning_rate': 1.5031428571428572e-05, 'epoch': 0.25}
{'loss': 0.1184, 'learning_rate': 1.4974285714285714e-05, 'epoch': 0.25}
{'loss': 0.1139, 'learning_rate': 1.4917714285714287e-05, 'epoch': 0.25}
{'loss': 0.0969, 'learning_rate': 1.4860571428571431e-05, 'epoch': 0.26}
{'loss': 0.1224, 'learning_rate': 1.4803428571428573e-05, 'epoch': 0.26}
{'loss': 0.1467, 'learning_rate': 1.4746285714285715e-05, 'epoch': 0.26}
{'loss': 0.0907, 'learning_rate': 1.4689142857142858e-05, 'epoch': 0.27}
{'loss': 0.129, 'learning_rate': 1.4632000000000002e-05, 'epoch': 0.27}
{'loss': 0.1222, 'learning_rate': 1.4574857142857144e-05, 'epoch': 0.27}
{'loss': 0.0884, 'learning_rate': 1.4517714285714286e-05, 'epoch': 0.27}
{'loss': 0.0995, 'learning_rate': 1.446057142857143e-05, 'epoch': 0.28}
{'loss': 0.1204, 'learning_rate': 1.4403428571428572e-05, 'epoch': 0.28}
{'loss': 0.1081, 'learning_rate': 1.4346285714285714e-05, 'epoch': 0.28}
{'loss': 0.1059, 'learning_rate': 1.428914285714286e-05, 'epoch': 0.29}
{'loss': 0.1312, 'learning_rate': 1.4232000000000002e-05, 'epoch': 0.29}
{'loss': 0.1339, 'learning_rate': 1.4174857142857144e-05, 'epoch': 0.29}
{'loss': 0.0995, 'learning_rate': 1.4117714285714288e-05, 'epoch': 0.29}
{'loss': 0.1285, 'learning_rate': 1.406057142857143e-05, 'epoch': 0.3}
{'loss': 0.1183, 'learning_rate': 1.4003428571428572e-05, 'epoch': 0.3}
{'loss': 0.1137, 'learning_rate': 1.3946285714285715e-05, 'epoch': 0.3}
{'loss': 0.1263, 'learning_rate': 1.3889142857142859e-05, 'epoch': 0.31}
{'loss': 0.1008, 'learning_rate': 1.3832e-05, 'epoch': 0.31}
{'loss': 0.1022, 'learning_rate': 1.3774857142857143e-05, 'epoch': 0.31}
{'loss': 0.1132, 'learning_rate': 1.3717714285714287e-05, 'epoch': 0.31}
{'loss': 0.1179, 'learning_rate': 1.3661142857142857e-05, 'epoch': 0.32}
{'loss': 0.1071, 'learning_rate': 1.3604000000000002e-05, 'epoch': 0.32}
{'loss': 0.1182, 'learning_rate': 1.3546857142857144e-05, 'epoch': 0.32}
{'loss': 0.1113, 'learning_rate': 1.3489714285714287e-05, 'epoch': 0.33}
{'loss': 0.1209, 'learning_rate': 1.343257142857143e-05, 'epoch': 0.33}
{'loss': 0.0949, 'learning_rate': 1.3375428571428573e-05, 'epoch': 0.33}
{'loss': 0.1038, 'learning_rate': 1.3318285714285715e-05, 'epoch': 0.33}
{'loss': 0.0839, 'learning_rate': 1.3261142857142859e-05, 'epoch': 0.34}
{'loss': 0.113, 'learning_rate': 1.3204000000000001e-05, 'epoch': 0.34}
{'loss': 0.133, 'learning_rate': 1.3146857142857143e-05, 'epoch': 0.34}
{'loss': 0.1215, 'learning_rate': 1.3089714285714287e-05, 'epoch': 0.35}
{'loss': 0.1157, 'learning_rate': 1.303257142857143e-05, 'epoch': 0.35}
{'loss': 0.107, 'learning_rate': 1.2975428571428571e-05, 'epoch': 0.35}
{'loss': 0.1086, 'learning_rate': 1.2918285714285714e-05, 'epoch': 0.35}
{'loss': 0.0865, 'learning_rate': 1.286114285714286e-05, 'epoch': 0.36}
{'loss': 0.1268, 'learning_rate': 1.280457142857143e-05, 'epoch': 0.36}
{'loss': 0.1249, 'learning_rate': 1.2747428571428573e-05, 'epoch': 0.36}
{'loss': 0.1015, 'learning_rate': 1.2690285714285715e-05, 'epoch': 0.37}
{'loss': 0.1151, 'learning_rate': 1.2633142857142857e-05, 'epoch': 0.37}
{'loss': 0.1246, 'learning_rate': 1.2576000000000001e-05, 'epoch': 0.37}
{'loss': 0.0908, 'learning_rate': 1.2518857142857143e-05, 'epoch': 0.37}
{'loss': 0.1085, 'learning_rate': 1.2461714285714286e-05, 'epoch': 0.38}
{'loss': 0.0933, 'learning_rate': 1.240457142857143e-05, 'epoch': 0.38}
{'loss': 0.1241, 'learning_rate': 1.2347428571428572e-05, 'epoch': 0.38}
{'loss': 0.1172, 'learning_rate': 1.2290285714285714e-05, 'epoch': 0.39}
{'loss': 0.1218, 'learning_rate': 1.223314285714286e-05, 'epoch': 0.39}
{'loss': 0.1126, 'learning_rate': 1.2176000000000002e-05, 'epoch': 0.39}
{'loss': 0.096, 'learning_rate': 1.2118857142857144e-05, 'epoch': 0.39}
{'loss': 0.0926, 'learning_rate': 1.2061714285714288e-05, 'epoch': 0.4}
{'loss': 0.1138, 'learning_rate': 1.200457142857143e-05, 'epoch': 0.4}
{'loss': 0.0923, 'learning_rate': 1.1947428571428572e-05, 'epoch': 0.4}
{'loss': 0.1229, 'learning_rate': 1.1890285714285714e-05, 'epoch': 0.41}
{'loss': 0.1059, 'learning_rate': 1.1833142857142858e-05, 'epoch': 0.41}
{'loss': 0.1121, 'learning_rate': 1.1776e-05, 'epoch': 0.41}
{'loss': 0.109, 'learning_rate': 1.1718857142857143e-05, 'epoch': 0.41}
{'loss': 0.1235, 'learning_rate': 1.1661714285714286e-05, 'epoch': 0.42}
{'loss': 0.0999, 'learning_rate': 1.1604571428571429e-05, 'epoch': 0.42}
{'loss': 0.1126, 'learning_rate': 1.1547428571428571e-05, 'epoch': 0.42}
{'loss': 0.1042, 'learning_rate': 1.1490285714285716e-05, 'epoch': 0.43}
{'loss': 0.1111, 'learning_rate': 1.1433142857142859e-05, 'epoch': 0.43}
{'loss': 0.1312, 'learning_rate': 1.1376000000000001e-05, 'epoch': 0.43}
{'loss': 0.1201, 'learning_rate': 1.1318857142857145e-05, 'epoch': 0.43}
{'loss': 0.1145, 'learning_rate': 1.1261714285714287e-05, 'epoch': 0.44}
{'loss': 0.0996, 'learning_rate': 1.1204571428571429e-05, 'epoch': 0.44}
{'loss': 0.095, 'learning_rate': 1.1147428571428571e-05, 'epoch': 0.44}
{'loss': 0.1013, 'learning_rate': 1.1090285714285715e-05, 'epoch': 0.45}
{'loss': 0.0895, 'learning_rate': 1.1033142857142857e-05, 'epoch': 0.45}
{'loss': 0.1184, 'learning_rate': 1.0976e-05, 'epoch': 0.45}
{'loss': 0.1221, 'learning_rate': 1.0918857142857145e-05, 'epoch': 0.45}
{'loss': 0.0839, 'learning_rate': 1.0861714285714287e-05, 'epoch': 0.46}
{'loss': 0.1089, 'learning_rate': 1.0804571428571428e-05, 'epoch': 0.46}
{'loss': 0.0906, 'learning_rate': 1.0747428571428573e-05, 'epoch': 0.46}
{'loss': 0.0847, 'learning_rate': 1.0690285714285716e-05, 'epoch': 0.47}
{'loss': 0.1102, 'learning_rate': 1.0633142857142858e-05, 'epoch': 0.47}
{'loss': 0.1063, 'learning_rate': 1.0576000000000002e-05, 'epoch': 0.47}
{'loss': 0.1073, 'learning_rate': 1.0518857142857144e-05, 'epoch': 0.47}
{'loss': 0.0964, 'learning_rate': 1.0461714285714286e-05, 'epoch': 0.48}
{'loss': 0.0948, 'learning_rate': 1.0405142857142858e-05, 'epoch': 0.48}
{'loss': 0.0945, 'learning_rate': 1.0348e-05, 'epoch': 0.48}
{'loss': 0.1157, 'learning_rate': 1.0291428571428571e-05, 'epoch': 0.49}
{'loss': 0.0867, 'learning_rate': 1.0234285714285714e-05, 'epoch': 0.49}
{'loss': 0.1043, 'learning_rate': 1.017714285714286e-05, 'epoch': 0.49}
{'loss': 0.0893, 'learning_rate': 1.0120000000000001e-05, 'epoch': 0.49}
{'loss': 0.091, 'learning_rate': 1.0062857142857144e-05, 'epoch': 0.5}
{'loss': 0.1139, 'learning_rate': 1.0005714285714287e-05, 'epoch': 0.5}
{'loss': 0.0954, 'learning_rate': 9.94857142857143e-06, 'epoch': 0.5}
{'loss': 0.0903, 'learning_rate': 9.891428571428572e-06, 'epoch': 0.51}
{'loss': 0.1108, 'learning_rate': 9.834285714285716e-06, 'epoch': 0.51}
{'loss': 0.1213, 'learning_rate': 9.777142857142858e-06, 'epoch': 0.51}
{'loss': 0.0926, 'learning_rate': 9.72e-06, 'epoch': 0.51}
{'loss': 0.0981, 'learning_rate': 9.662857142857144e-06, 'epoch': 0.52}
{'loss': 0.0868, 'learning_rate': 9.605714285714286e-06, 'epoch': 0.52}
{'loss': 0.0764, 'learning_rate': 9.54857142857143e-06, 'epoch': 0.52}
{'loss': 0.1168, 'learning_rate': 9.491428571428572e-06, 'epoch': 0.53}
{'loss': 0.1014, 'learning_rate': 9.434285714285714e-06, 'epoch': 0.53}
{'loss': 0.0906, 'learning_rate': 9.377142857142858e-06, 'epoch': 0.53}
{'loss': 0.1009, 'learning_rate': 9.32e-06, 'epoch': 0.53}
{'loss': 0.0873, 'learning_rate': 9.262857142857143e-06, 'epoch': 0.54}
{'loss': 0.1011, 'learning_rate': 9.205714285714287e-06, 'epoch': 0.54}
{'loss': 0.095, 'learning_rate': 9.148571428571429e-06, 'epoch': 0.54}
{'loss': 0.0915, 'learning_rate': 9.091428571428573e-06, 'epoch': 0.55}
{'loss': 0.0873, 'learning_rate': 9.034285714285715e-06, 'epoch': 0.55}
{'loss': 0.1143, 'learning_rate': 8.977142857142857e-06, 'epoch': 0.55}
{'loss': 0.1001, 'learning_rate': 8.920000000000001e-06, 'epoch': 0.55}
{'loss': 0.1098, 'learning_rate': 8.862857142857143e-06, 'epoch': 0.56}
{'loss': 0.107, 'learning_rate': 8.805714285714287e-06, 'epoch': 0.56}
{'loss': 0.1082, 'learning_rate': 8.74857142857143e-06, 'epoch': 0.56}
{'loss': 0.0666, 'learning_rate': 8.691428571428571e-06, 'epoch': 0.57}
{'loss': 0.1061, 'learning_rate': 8.634285714285715e-06, 'epoch': 0.57}
{'loss': 0.109, 'learning_rate': 8.577142857142858e-06, 'epoch': 0.57}
{'loss': 0.0999, 'learning_rate': 8.52e-06, 'epoch': 0.57}
{'loss': 0.097, 'learning_rate': 8.462857142857144e-06, 'epoch': 0.58}
{'loss': 0.1075, 'learning_rate': 8.405714285714286e-06, 'epoch': 0.58}
{'loss': 0.0988, 'learning_rate': 8.34857142857143e-06, 'epoch': 0.58}
{'loss': 0.1158, 'learning_rate': 8.291428571428572e-06, 'epoch': 0.59}
{'loss': 0.1265, 'learning_rate': 8.234285714285714e-06, 'epoch': 0.59}
{'loss': 0.1107, 'learning_rate': 8.177142857142858e-06, 'epoch': 0.59}
{'loss': 0.0788, 'learning_rate': 8.120000000000002e-06, 'epoch': 0.59}
{'loss': 0.0889, 'learning_rate': 8.062857142857144e-06, 'epoch': 0.6}
{'loss': 0.1006, 'learning_rate': 8.005714285714286e-06, 'epoch': 0.6}
{'loss': 0.0969, 'learning_rate': 7.949142857142858e-06, 'epoch': 0.6}
{'loss': 0.1193, 'learning_rate': 7.892e-06, 'epoch': 0.61}
{'loss': 0.1029, 'learning_rate': 7.834857142857144e-06, 'epoch': 0.61}
{'loss': 0.1026, 'learning_rate': 7.777714285714286e-06, 'epoch': 0.61}
{'loss': 0.0857, 'learning_rate': 7.72057142857143e-06, 'epoch': 0.61}
{'loss': 0.0931, 'learning_rate': 7.663428571428572e-06, 'epoch': 0.62}
{'loss': 0.0917, 'learning_rate': 7.606285714285715e-06, 'epoch': 0.62}
{'loss': 0.0936, 'learning_rate': 7.549142857142858e-06, 'epoch': 0.62}
{'loss': 0.1019, 'learning_rate': 7.4920000000000004e-06, 'epoch': 0.63}
{'loss': 0.0978, 'learning_rate': 7.4348571428571435e-06, 'epoch': 0.63}
{'loss': 0.1036, 'learning_rate': 7.377714285714286e-06, 'epoch': 0.63}
{'loss': 0.1103, 'learning_rate': 7.320571428571429e-06, 'epoch': 0.63}
