Starting training...
{'loss': 0.4594, 'learning_rate': 4.8944337811900195e-05, 'epoch': 0.06}
{'loss': 0.0862, 'learning_rate': 4.978285714285715e-06, 'epoch': 0.75}
{'loss': 0.0794, 'learning_rate': 4.921142857142857e-06, 'epoch': 0.75}
{'loss': 0.0914, 'learning_rate': 4.864e-06, 'epoch': 0.76}
{'loss': 0.0888, 'learning_rate': 4.806857142857143e-06, 'epoch': 0.76}
{'loss': 0.0637, 'learning_rate': 4.749714285714286e-06, 'epoch': 0.76}
{'loss': 0.0863, 'learning_rate': 4.6925714285714295e-06, 'epoch': 0.77}
{'loss': 0.075, 'learning_rate': 4.635428571428572e-06, 'epoch': 0.77}
{'loss': 0.0954, 'learning_rate': 4.578285714285715e-06, 'epoch': 0.77}
{'loss': 0.0678, 'learning_rate': 4.521142857142857e-06, 'epoch': 0.77}
{'loss': 0.105, 'learning_rate': 4.464000000000001e-06, 'epoch': 0.78}
{'loss': 0.0905, 'learning_rate': 4.406857142857143e-06, 'epoch': 0.78}
{'loss': 0.0952, 'learning_rate': 4.349714285714286e-06, 'epoch': 0.78}
{'loss': 0.0581, 'learning_rate': 4.292571428571429e-06, 'epoch': 0.79}
{'loss': 0.089, 'learning_rate': 4.236e-06, 'epoch': 0.79}
{'loss': 0.1077, 'learning_rate': 4.178857142857144e-06, 'epoch': 0.79}
{'loss': 0.0845, 'learning_rate': 4.121714285714286e-06, 'epoch': 0.79}
{'loss': 0.0962, 'learning_rate': 4.064571428571429e-06, 'epoch': 0.8}
{'loss': 0.0828, 'learning_rate': 4.007428571428572e-06, 'epoch': 0.8}
{'loss': 0.0964, 'learning_rate': 3.950285714285715e-06, 'epoch': 0.8}
{'loss': 0.0926, 'learning_rate': 3.893142857142857e-06, 'epoch': 0.81}
{'loss': 0.0874, 'learning_rate': 3.836e-06, 'epoch': 0.81}
{'loss': 0.0736, 'learning_rate': 3.778857142857143e-06, 'epoch': 0.81}
{'loss': 0.0916, 'learning_rate': 3.7217142857142863e-06, 'epoch': 0.81}
{'loss': 0.0861, 'learning_rate': 3.664571428571429e-06, 'epoch': 0.82}
{'loss': 0.0767, 'learning_rate': 3.6074285714285715e-06, 'epoch': 0.82}
{'loss': 0.0797, 'learning_rate': 3.5502857142857146e-06, 'epoch': 0.82}
{'loss': 0.0665, 'learning_rate': 3.493142857142857e-06, 'epoch': 0.83}
{'loss': 0.0998, 'learning_rate': 3.4360000000000006e-06, 'epoch': 0.83}
{'loss': 0.0967, 'learning_rate': 3.3788571428571433e-06, 'epoch': 0.83}
{'loss': 0.0881, 'learning_rate': 3.321714285714286e-06, 'epoch': 0.83}
{'loss': 0.0811, 'learning_rate': 3.2645714285714285e-06, 'epoch': 0.84}
{'loss': 0.0582, 'learning_rate': 3.207428571428572e-06, 'epoch': 0.84}
{'loss': 0.1051, 'learning_rate': 3.1502857142857146e-06, 'epoch': 0.84}
{'loss': 0.0871, 'learning_rate': 3.093142857142857e-06, 'epoch': 0.85}
{'loss': 0.0706, 'learning_rate': 3.0360000000000002e-06, 'epoch': 0.85}
{'loss': 0.0692, 'learning_rate': 2.9788571428571433e-06, 'epoch': 0.85}
{'loss': 0.0767, 'learning_rate': 2.922285714285715e-06, 'epoch': 0.85}
{'loss': 0.0912, 'learning_rate': 2.8651428571428574e-06, 'epoch': 0.86}
{'loss': 0.0695, 'learning_rate': 2.808e-06, 'epoch': 0.86}
{'loss': 0.0986, 'learning_rate': 2.750857142857143e-06, 'epoch': 0.86}
{'loss': 0.0831, 'learning_rate': 2.693714285714286e-06, 'epoch': 0.87}
{'loss': 0.0678, 'learning_rate': 2.6365714285714288e-06, 'epoch': 0.87}
{'loss': 0.08, 'learning_rate': 2.579428571428572e-06, 'epoch': 0.87}
{'loss': 0.0974, 'learning_rate': 2.5222857142857144e-06, 'epoch': 0.87}
{'loss': 0.0968, 'learning_rate': 2.4651428571428575e-06, 'epoch': 0.88}
{'loss': 0.0777, 'learning_rate': 2.408e-06, 'epoch': 0.88}
{'loss': 0.0827, 'learning_rate': 2.350857142857143e-06, 'epoch': 0.88}
{'loss': 0.1016, 'learning_rate': 2.2937142857142857e-06, 'epoch': 0.89}
{'loss': 0.0785, 'learning_rate': 2.2365714285714288e-06, 'epoch': 0.89}
{'loss': 0.0695, 'learning_rate': 2.1794285714285714e-06, 'epoch': 0.89}
{'loss': 0.1062, 'learning_rate': 2.1222857142857144e-06, 'epoch': 0.89}
{'loss': 0.0827, 'learning_rate': 2.065142857142857e-06, 'epoch': 0.9}
{'loss': 0.0816, 'learning_rate': 2.008e-06, 'epoch': 0.9}
{'loss': 0.0691, 'learning_rate': 1.950857142857143e-06, 'epoch': 0.9}
{'loss': 0.0808, 'learning_rate': 1.893714285714286e-06, 'epoch': 0.91}
{'loss': 0.0964, 'learning_rate': 1.8365714285714286e-06, 'epoch': 0.91}
{'loss': 0.075, 'learning_rate': 1.7794285714285716e-06, 'epoch': 0.91}
{'loss': 0.0914, 'learning_rate': 1.7228571428571432e-06, 'epoch': 0.91}
{'loss': 0.0936, 'learning_rate': 1.6657142857142858e-06, 'epoch': 0.92}
{'loss': 0.0924, 'learning_rate': 1.6085714285714288e-06, 'epoch': 0.92}
{'loss': 0.0682, 'learning_rate': 1.5514285714285714e-06, 'epoch': 0.92}
{'loss': 0.0943, 'learning_rate': 1.4942857142857145e-06, 'epoch': 0.93}
{'loss': 0.0965, 'learning_rate': 1.4371428571428573e-06, 'epoch': 0.93}
{'loss': 0.0733, 'learning_rate': 1.3800000000000001e-06, 'epoch': 0.93}
{'loss': 0.0807, 'learning_rate': 1.322857142857143e-06, 'epoch': 0.93}
{'loss': 0.0514, 'learning_rate': 1.265714285714286e-06, 'epoch': 0.94}
{'loss': 0.0765, 'learning_rate': 1.2085714285714286e-06, 'epoch': 0.94}
{'loss': 0.0738, 'learning_rate': 1.1514285714285714e-06, 'epoch': 0.94}
{'loss': 0.0635, 'learning_rate': 1.0942857142857145e-06, 'epoch': 0.95}
{'loss': 0.107, 'learning_rate': 1.0371428571428573e-06, 'epoch': 0.95}
{'loss': 0.0728, 'learning_rate': 9.800000000000001e-07, 'epoch': 0.95}
{'loss': 0.0663, 'learning_rate': 9.22857142857143e-07, 'epoch': 0.95}
{'loss': 0.0707, 'learning_rate': 8.657142857142858e-07, 'epoch': 0.96}
{'loss': 0.0697, 'learning_rate': 8.085714285714287e-07, 'epoch': 0.96}
{'loss': 0.0823, 'learning_rate': 7.514285714285715e-07, 'epoch': 0.96}
{'loss': 0.0618, 'learning_rate': 6.942857142857143e-07, 'epoch': 0.97}
{'loss': 0.0651, 'learning_rate': 6.371428571428571e-07, 'epoch': 0.97}
{'loss': 0.0868, 'learning_rate': 5.805714285714287e-07, 'epoch': 0.97}
{'loss': 0.0962, 'learning_rate': 5.234285714285715e-07, 'epoch': 0.97}
{'loss': 0.063, 'learning_rate': 4.662857142857143e-07, 'epoch': 0.98}
{'loss': 0.0748, 'learning_rate': 4.091428571428572e-07, 'epoch': 0.98}
{'loss': 0.0753, 'learning_rate': 3.5200000000000003e-07, 'epoch': 0.98}
{'loss': 0.0864, 'learning_rate': 2.9485714285714286e-07, 'epoch': 0.99}
{'loss': 0.0738, 'learning_rate': 2.3771428571428574e-07, 'epoch': 0.99}
{'loss': 0.0665, 'learning_rate': 1.805714285714286e-07, 'epoch': 0.99}
{'loss': 0.0818, 'learning_rate': 1.2342857142857145e-07, 'epoch': 0.99}
{'loss': 0.0717, 'learning_rate': 6.62857142857143e-08, 'epoch': 1.0}
{'loss': 0.1002, 'learning_rate': 9.142857142857143e-09, 'epoch': 1.0}
{'eval_loss': 0.07956048101186752, 'eval_accuracy': 0.9768947368421053, 'eval_f1': 0.9768947204571978, 'eval_runtime': 299.3677, 'eval_samples_per_second': 126.934, 'eval_steps_per_second': 7.933, 'epoch': 1.0}
{'train_runtime': 4675.3627, 'train_samples_per_second': 119.777, 'train_steps_per_second': 7.486, 'train_loss': 0.09988480644226075, 'epoch': 1.0}
Fine-tuning finished. Fine-tuning time: 4675.41 seconds.
Evaluating the fine-tuned model on Yelp test set...
Accuracy on Yelp after fine-tuning: 0.9769
F1-score on Yelp after fine-tuning: 0.9769
Inference time (Yelp batch): 0.91 ms/example
GPU memory consumption: 9.45 GB

Results table for Yelp fine-tuning evaluation:
| Model                 | Accuracy (Yelp) | F1-score (Yelp) | Inference Time (ms) | Memory (GB) | Fine-tuning Time (s) |
|-----------------------|-----------------|-----------------|---------------------|-------------|----------------------|
| BERT-base (fine-tuned) | 0.9769          | 0.9769          | 0.91          | 9.45       | 4675.41         |

---
Starting training BERT-base on Yelp from scratch...
{'loss': 0.3676, 'learning_rate': 1.9943428571428575e-05, 'epoch': 0.0}
{'loss': 0.2075, 'learning_rate': 1.9886857142857145e-05, 'epoch': 0.01}
{'loss': 0.2012, 'learning_rate': 1.982971428571429e-05, 'epoch': 0.01}
{'loss': 0.1732, 'learning_rate': 1.977257142857143e-05, 'epoch': 0.01}
{'loss': 0.1925, 'learning_rate': 1.9715428571428573e-05, 'epoch': 0.01}
{'loss': 0.1807, 'learning_rate': 1.9658285714285717e-05, 'epoch': 0.02}
{'loss': 0.1889, 'learning_rate': 1.9601142857142857e-05, 'epoch': 0.02}
{'loss': 0.1598, 'learning_rate': 1.9544e-05, 'epoch': 0.02}
{'loss': 0.1972, 'learning_rate': 1.9486857142857145e-05, 'epoch': 0.03}
{'loss': 0.1948, 'learning_rate': 1.9429714285714286e-05, 'epoch': 0.03}
{'loss': 0.1267, 'learning_rate': 1.937257142857143e-05, 'epoch': 0.03}
{'loss': 0.1598, 'learning_rate': 1.9315428571428573e-05, 'epoch': 0.03}
{'loss': 0.1577, 'learning_rate': 1.9258285714285717e-05, 'epoch': 0.04}
{'loss': 0.141, 'learning_rate': 1.9201142857142858e-05, 'epoch': 0.04}
{'loss': 0.1621, 'learning_rate': 1.9144000000000002e-05, 'epoch': 0.04}
{'loss': 0.1355, 'learning_rate': 1.9086857142857146e-05, 'epoch': 0.05}
{'loss': 0.1461, 'learning_rate': 1.9029714285714286e-05, 'epoch': 0.05}
{'loss': 0.1454, 'learning_rate': 1.897257142857143e-05, 'epoch': 0.05}
{'loss': 0.1476, 'learning_rate': 1.8915428571428574e-05, 'epoch': 0.05}
{'loss': 0.1579, 'learning_rate': 1.8858285714285714e-05, 'epoch': 0.06}
{'loss': 0.1674, 'learning_rate': 1.8801142857142858e-05, 'epoch': 0.06}
{'loss': 0.141, 'learning_rate': 1.8744000000000002e-05, 'epoch': 0.06}
{'loss': 0.1228, 'learning_rate': 1.8686857142857146e-05, 'epoch': 0.07}
{'loss': 0.1599, 'learning_rate': 1.8629714285714287e-05, 'epoch': 0.07}
{'loss': 0.1051, 'learning_rate': 1.857257142857143e-05, 'epoch': 0.07}
{'loss': 0.1497, 'learning_rate': 1.8515428571428574e-05, 'epoch': 0.07}
{'loss': 0.1398, 'learning_rate': 1.8458857142857144e-05, 'epoch': 0.08}
{'loss': 0.1403, 'learning_rate': 1.8401714285714288e-05, 'epoch': 0.08}
{'loss': 0.1291, 'learning_rate': 1.834457142857143e-05, 'epoch': 0.08}
{'loss': 0.1449, 'learning_rate': 1.8287428571428572e-05, 'epoch': 0.09}
{'loss': 0.1337, 'learning_rate': 1.8230285714285716e-05, 'epoch': 0.09}
{'loss': 0.1339, 'learning_rate': 1.8173142857142857e-05, 'epoch': 0.09}
{'loss': 0.1301, 'learning_rate': 1.8116000000000004e-05, 'epoch': 0.09}
{'loss': 0.1142, 'learning_rate': 1.8058857142857145e-05, 'epoch': 0.1}
{'loss': 0.1284, 'learning_rate': 1.800171428571429e-05, 'epoch': 0.1}
{'loss': 0.1513, 'learning_rate': 1.794457142857143e-05, 'epoch': 0.1}
{'loss': 0.1463, 'learning_rate': 1.7887428571428573e-05, 'epoch': 0.11}
{'loss': 0.1336, 'learning_rate': 1.7830285714285717e-05, 'epoch': 0.11}
{'loss': 0.118, 'learning_rate': 1.7773142857142857e-05, 'epoch': 0.11}
{'loss': 0.1122, 'learning_rate': 1.7716e-05, 'epoch': 0.11}
{'loss': 0.1328, 'learning_rate': 1.7658857142857145e-05, 'epoch': 0.12}
{'loss': 0.1383, 'learning_rate': 1.7601714285714286e-05, 'epoch': 0.12}
{'loss': 0.1542, 'learning_rate': 1.754457142857143e-05, 'epoch': 0.12}
{'loss': 0.1306, 'learning_rate': 1.7487428571428573e-05, 'epoch': 0.13}
{'loss': 0.1333, 'learning_rate': 1.7430285714285714e-05, 'epoch': 0.13}
{'loss': 0.1237, 'learning_rate': 1.737314285714286e-05, 'epoch': 0.13}
{'loss': 0.1297, 'learning_rate': 1.7316e-05, 'epoch': 0.13}
{'loss': 0.1151, 'learning_rate': 1.7258857142857145e-05, 'epoch': 0.14}
{'loss': 0.0816, 'learning_rate': 1.7202285714285715e-05, 'epoch': 0.14}
{'loss': 0.1231, 'learning_rate': 1.714514285714286e-05, 'epoch': 0.14}
{'loss': 0.1167, 'learning_rate': 1.7088000000000003e-05, 'epoch': 0.15}
{'loss': 0.1434, 'learning_rate': 1.7030857142857144e-05, 'epoch': 0.15}
{'loss': 0.1329, 'learning_rate': 1.6973714285714287e-05, 'epoch': 0.15}
{'loss': 0.1218, 'learning_rate': 1.6916571428571428e-05, 'epoch': 0.15}
{'loss': 0.1323, 'learning_rate': 1.6859428571428572e-05, 'epoch': 0.16}
{'loss': 0.1192, 'learning_rate': 1.6802285714285716e-05, 'epoch': 0.16}
{'loss': 0.1288, 'learning_rate': 1.6745142857142856e-05, 'epoch': 0.16}
{'loss': 0.1012, 'learning_rate': 1.6688000000000004e-05, 'epoch': 0.17}
{'loss': 0.1409, 'learning_rate': 1.6630857142857144e-05, 'epoch': 0.17}
{'loss': 0.1167, 'learning_rate': 1.6573714285714288e-05, 'epoch': 0.17}
{'loss': 0.1164, 'learning_rate': 1.6516571428571432e-05, 'epoch': 0.17}
{'loss': 0.1115, 'learning_rate': 1.6459428571428572e-05, 'epoch': 0.18}
{'loss': 0.1133, 'learning_rate': 1.6402285714285716e-05, 'epoch': 0.18}
{'loss': 0.116, 'learning_rate': 1.634514285714286e-05, 'epoch': 0.18}
{'loss': 0.1168, 'learning_rate': 1.6288e-05, 'epoch': 0.19}
{'loss': 0.1004, 'learning_rate': 1.6230857142857144e-05, 'epoch': 0.19}
{'loss': 0.1235, 'learning_rate': 1.617371428571429e-05, 'epoch': 0.19}
{'loss': 0.1296, 'learning_rate': 1.611657142857143e-05, 'epoch': 0.19}
{'loss': 0.0953, 'learning_rate': 1.6059428571428573e-05, 'epoch': 0.2}
{'loss': 0.108, 'learning_rate': 1.6002285714285713e-05, 'epoch': 0.2}
{'loss': 0.1055, 'learning_rate': 1.594514285714286e-05, 'epoch': 0.2}
{'loss': 0.1574, 'learning_rate': 1.5888e-05, 'epoch': 0.21}
{'loss': 0.1052, 'learning_rate': 1.5830857142857145e-05, 'epoch': 0.21}
{'loss': 0.1147, 'learning_rate': 1.577371428571429e-05, 'epoch': 0.21}
{'loss': 0.1237, 'learning_rate': 1.571657142857143e-05, 'epoch': 0.21}
{'loss': 0.1134, 'learning_rate': 1.5659428571428573e-05, 'epoch': 0.22}
{'loss': 0.1079, 'learning_rate': 1.5602285714285717e-05, 'epoch': 0.22}
{'loss': 0.1088, 'learning_rate': 1.5545142857142858e-05, 'epoch': 0.22}
{'loss': 0.1274, 'learning_rate': 1.5488e-05, 'epoch': 0.23}
{'loss': 0.1059, 'learning_rate': 1.5430857142857145e-05, 'epoch': 0.23}
{'loss': 0.1091, 'learning_rate': 1.5374285714285715e-05, 'epoch': 0.23}
{'loss': 0.1382, 'learning_rate': 1.531714285714286e-05, 'epoch': 0.23}
{'loss': 0.1055, 'learning_rate': 1.5260000000000003e-05, 'epoch': 0.24}
{'loss': 0.1021, 'learning_rate': 1.5202857142857143e-05, 'epoch': 0.24}
{'loss': 0.124, 'learning_rate': 1.5145714285714287e-05, 'epoch': 0.24}
{'loss': 0.1, 'learning_rate': 1.508857142857143e-05, 'epoch': 0.25}
{'loss': 0.1248, 'learning_rate': 1.5031428571428572e-05, 'epoch': 0.25}
{'loss': 0.1052, 'learning_rate': 1.4974285714285714e-05, 'epoch': 0.25}
{'loss': 0.1017, 'learning_rate': 1.491714285714286e-05, 'epoch': 0.25}
{'loss': 0.0973, 'learning_rate': 1.4860000000000002e-05, 'epoch': 0.26}
{'loss': 0.1298, 'learning_rate': 1.4802857142857144e-05, 'epoch': 0.26}
{'loss': 0.1328, 'learning_rate': 1.4745714285714288e-05, 'epoch': 0.26}
{'loss': 0.0925, 'learning_rate': 1.468857142857143e-05, 'epoch': 0.27}
{'loss': 0.1214, 'learning_rate': 1.4631428571428572e-05, 'epoch': 0.27}
{'loss': 0.1325, 'learning_rate': 1.4574285714285716e-05, 'epoch': 0.27}
{'loss': 0.0969, 'learning_rate': 1.4517142857142858e-05, 'epoch': 0.27}
{'loss': 0.0877, 'learning_rate': 1.446e-05, 'epoch': 0.28}
{'loss': 0.1087, 'learning_rate': 1.4402857142857144e-05, 'epoch': 0.28}
{'loss': 0.107, 'learning_rate': 1.4345714285714287e-05, 'epoch': 0.28}
{'loss': 0.1106, 'learning_rate': 1.4288571428571429e-05, 'epoch': 0.29}
{'loss': 0.1197, 'learning_rate': 1.4232000000000002e-05, 'epoch': 0.29}
{'loss': 0.1167, 'learning_rate': 1.4174857142857144e-05, 'epoch': 0.29}
{'loss': 0.0891, 'learning_rate': 1.4117714285714288e-05, 'epoch': 0.29}
{'loss': 0.1127, 'learning_rate': 1.406057142857143e-05, 'epoch': 0.3}
{'loss': 0.1114, 'learning_rate': 1.4003428571428572e-05, 'epoch': 0.3}
{'loss': 0.0968, 'learning_rate': 1.3946285714285715e-05, 'epoch': 0.3}
{'loss': 0.1042, 'learning_rate': 1.3889142857142859e-05, 'epoch': 0.31}
{'loss': 0.1149, 'learning_rate': 1.3832e-05, 'epoch': 0.31}
{'loss': 0.0985, 'learning_rate': 1.3774857142857143e-05, 'epoch': 0.31}
{'loss': 0.1145, 'learning_rate': 1.3717714285714287e-05, 'epoch': 0.31}
{'loss': 0.1113, 'learning_rate': 1.3660571428571429e-05, 'epoch': 0.32}
{'loss': 0.0978, 'learning_rate': 1.3603428571428571e-05, 'epoch': 0.32}
{'loss': 0.0987, 'learning_rate': 1.3546285714285717e-05, 'epoch': 0.32}
{'loss': 0.1158, 'learning_rate': 1.3489142857142859e-05, 'epoch': 0.33}
{'loss': 0.1198, 'learning_rate': 1.3432000000000001e-05, 'epoch': 0.33}
{'loss': 0.081, 'learning_rate': 1.3374857142857145e-05, 'epoch': 0.33}
{'loss': 0.109, 'learning_rate': 1.3317714285714287e-05, 'epoch': 0.33}
{'loss': 0.0914, 'learning_rate': 1.326057142857143e-05, 'epoch': 0.34}
{'loss': 0.1057, 'learning_rate': 1.3203428571428572e-05, 'epoch': 0.34}
{'loss': 0.1173, 'learning_rate': 1.3146285714285716e-05, 'epoch': 0.34}
{'loss': 0.1131, 'learning_rate': 1.3089142857142858e-05, 'epoch': 0.35}
{'loss': 0.1057, 'learning_rate': 1.3032e-05, 'epoch': 0.35}
{'loss': 0.0966, 'learning_rate': 1.2974857142857144e-05, 'epoch': 0.35}
{'loss': 0.1139, 'learning_rate': 1.2917714285714286e-05, 'epoch': 0.35}
{'loss': 0.0822, 'learning_rate': 1.2860571428571428e-05, 'epoch': 0.36}
{'loss': 0.1163, 'learning_rate': 1.2803428571428574e-05, 'epoch': 0.36}
{'loss': 0.1142, 'learning_rate': 1.2746857142857144e-05, 'epoch': 0.36}
{'loss': 0.0966, 'learning_rate': 1.2689714285714287e-05, 'epoch': 0.37}
{'loss': 0.1017, 'learning_rate': 1.263257142857143e-05, 'epoch': 0.37}
{'loss': 0.1317, 'learning_rate': 1.2575428571428572e-05, 'epoch': 0.37}
{'loss': 0.0873, 'learning_rate': 1.2518285714285716e-05, 'epoch': 0.37}
{'loss': 0.1096, 'learning_rate': 1.2461142857142858e-05, 'epoch': 0.38}
{'loss': 0.1045, 'learning_rate': 1.2404e-05, 'epoch': 0.38}
{'loss': 0.1056, 'learning_rate': 1.2346857142857144e-05, 'epoch': 0.38}
{'loss': 0.1227, 'learning_rate': 1.2289714285714286e-05, 'epoch': 0.39}
{'loss': 0.1051, 'learning_rate': 1.2232571428571428e-05, 'epoch': 0.39}
{'loss': 0.1034, 'learning_rate': 1.217542857142857e-05, 'epoch': 0.39}
{'loss': 0.0886, 'learning_rate': 1.2118285714285716e-05, 'epoch': 0.39}
{'loss': 0.0875, 'learning_rate': 1.2061142857142858e-05, 'epoch': 0.4}
{'loss': 0.1045, 'learning_rate': 1.2004e-05, 'epoch': 0.4}
{'loss': 0.0881, 'learning_rate': 1.1946857142857144e-05, 'epoch': 0.4}
{'loss': 0.1084, 'learning_rate': 1.1889714285714287e-05, 'epoch': 0.41}
{'loss': 0.1123, 'learning_rate': 1.1832571428571429e-05, 'epoch': 0.41}
{'loss': 0.1081, 'learning_rate': 1.1775428571428573e-05, 'epoch': 0.41}
{'loss': 0.0981, 'learning_rate': 1.1718285714285715e-05, 'epoch': 0.41}
{'loss': 0.1194, 'learning_rate': 1.1661142857142857e-05, 'epoch': 0.42}
{'loss': 0.0986, 'learning_rate': 1.1604000000000003e-05, 'epoch': 0.42}
{'loss': 0.1007, 'learning_rate': 1.1546857142857145e-05, 'epoch': 0.42}
{'loss': 0.0973, 'learning_rate': 1.1489714285714285e-05, 'epoch': 0.43}
{'loss': 0.1072, 'learning_rate': 1.1432571428571428e-05, 'epoch': 0.43}
{'loss': 0.1158, 'learning_rate': 1.1375428571428573e-05, 'epoch': 0.43}
{'loss': 0.1008, 'learning_rate': 1.1318285714285715e-05, 'epoch': 0.43}
{'loss': 0.1117, 'learning_rate': 1.1261142857142858e-05, 'epoch': 0.44}
{'loss': 0.1005, 'learning_rate': 1.1204000000000001e-05, 'epoch': 0.44}
{'loss': 0.0842, 'learning_rate': 1.1146857142857144e-05, 'epoch': 0.44}
{'loss': 0.088, 'learning_rate': 1.1089714285714286e-05, 'epoch': 0.45}
{'loss': 0.0882, 'learning_rate': 1.103257142857143e-05, 'epoch': 0.45}
{'loss': 0.1112, 'learning_rate': 1.0975428571428572e-05, 'epoch': 0.45}
{'loss': 0.1171, 'learning_rate': 1.0918285714285714e-05, 'epoch': 0.45}
{'loss': 0.0815, 'learning_rate': 1.086114285714286e-05, 'epoch': 0.46}
{'loss': 0.1015, 'learning_rate': 1.0804000000000002e-05, 'epoch': 0.46}
{'loss': 0.0845, 'learning_rate': 1.0746857142857144e-05, 'epoch': 0.46}
{'loss': 0.0805, 'learning_rate': 1.0689714285714286e-05, 'epoch': 0.47}
{'loss': 0.0935, 'learning_rate': 1.063257142857143e-05, 'epoch': 0.47}
{'loss': 0.1041, 'learning_rate': 1.0575428571428572e-05, 'epoch': 0.47}
{'loss': 0.0958, 'learning_rate': 1.0518285714285715e-05, 'epoch': 0.47}
{'loss': 0.0826, 'learning_rate': 1.0461714285714286e-05, 'epoch': 0.48}
{'loss': 0.091, 'learning_rate': 1.0404571428571428e-05, 'epoch': 0.48}
{'loss': 0.0916, 'learning_rate': 1.0347428571428572e-05, 'epoch': 0.48}
{'loss': 0.1054, 'learning_rate': 1.0290285714285714e-05, 'epoch': 0.49}
{'loss': 0.0856, 'learning_rate': 1.0233714285714288e-05, 'epoch': 0.49}
{'loss': 0.1003, 'learning_rate': 1.017657142857143e-05, 'epoch': 0.49}
{'loss': 0.0772, 'learning_rate': 1.011942857142857e-05, 'epoch': 0.49}
{'loss': 0.0909, 'learning_rate': 1.0062285714285716e-05, 'epoch': 0.5}
{'loss': 0.1038, 'learning_rate': 1.0005142857142858e-05, 'epoch': 0.5}
{'loss': 0.1005, 'learning_rate': 9.948e-06, 'epoch': 0.5}
{'loss': 0.0802, 'learning_rate': 9.890857142857142e-06, 'epoch': 0.51}
{'loss': 0.1002, 'learning_rate': 9.833714285714286e-06, 'epoch': 0.51}
{'loss': 0.0995, 'learning_rate': 9.77657142857143e-06, 'epoch': 0.51}
{'loss': 0.0726, 'learning_rate': 9.719428571428572e-06, 'epoch': 0.51}
{'loss': 0.1024, 'learning_rate': 9.662285714285715e-06, 'epoch': 0.52}
{'loss': 0.0835, 'learning_rate': 9.605142857142859e-06, 'epoch': 0.52}
{'loss': 0.0784, 'learning_rate': 9.548e-06, 'epoch': 0.52}
{'loss': 0.1129, 'learning_rate': 9.490857142857145e-06, 'epoch': 0.53}
{'loss': 0.0953, 'learning_rate': 9.433714285714287e-06, 'epoch': 0.53}
{'loss': 0.0957, 'learning_rate': 9.376571428571429e-06, 'epoch': 0.53}
{'loss': 0.0892, 'learning_rate': 9.319428571428573e-06, 'epoch': 0.53}
{'loss': 0.0784, 'learning_rate': 9.262285714285715e-06, 'epoch': 0.54}
{'loss': 0.0986, 'learning_rate': 9.205142857142857e-06, 'epoch': 0.54}
{'loss': 0.0962, 'learning_rate': 9.148e-06, 'epoch': 0.54}
{'loss': 0.0891, 'learning_rate': 9.091428571428573e-06, 'epoch': 0.55}
{'loss': 0.0728, 'learning_rate': 9.034285714285715e-06, 'epoch': 0.55}
{'loss': 0.1055, 'learning_rate': 8.977142857142857e-06, 'epoch': 0.55}
{'loss': 0.1013, 'learning_rate': 8.920000000000001e-06, 'epoch': 0.55}
{'loss': 0.0942, 'learning_rate': 8.862857142857143e-06, 'epoch': 0.56}
{'loss': 0.0969, 'learning_rate': 8.805714285714287e-06, 'epoch': 0.56}
{'loss': 0.1041, 'learning_rate': 8.74857142857143e-06, 'epoch': 0.56}
{'loss': 0.0714, 'learning_rate': 8.691428571428571e-06, 'epoch': 0.57}
{'loss': 0.1076, 'learning_rate': 8.634285714285715e-06, 'epoch': 0.57}
{'loss': 0.0998, 'learning_rate': 8.577142857142858e-06, 'epoch': 0.57}
{'loss': 0.0809, 'learning_rate': 8.52e-06, 'epoch': 0.57}
{'loss': 0.0847, 'learning_rate': 8.462857142857144e-06, 'epoch': 0.58}
{'loss': 0.0821, 'learning_rate': 8.405714285714286e-06, 'epoch': 0.58}
{'loss': 0.0958, 'learning_rate': 8.34857142857143e-06, 'epoch': 0.58}
{'loss': 0.1052, 'learning_rate': 8.291428571428572e-06, 'epoch': 0.59}
{'loss': 0.131, 'learning_rate': 8.234285714285714e-06, 'epoch': 0.59}
{'loss': 0.1003, 'learning_rate': 8.177142857142858e-06, 'epoch': 0.59}
{'loss': 0.0803, 'learning_rate': 8.120000000000002e-06, 'epoch': 0.59}
{'loss': 0.085, 'learning_rate': 8.062857142857144e-06, 'epoch': 0.6}
{'loss': 0.1, 'learning_rate': 8.005714285714286e-06, 'epoch': 0.6}
{'loss': 0.1021, 'learning_rate': 7.948571428571428e-06, 'epoch': 0.6}
{'loss': 0.1062, 'learning_rate': 7.891428571428572e-06, 'epoch': 0.61}
{'loss': 0.0899, 'learning_rate': 7.834857142857144e-06, 'epoch': 0.61}
{'loss': 0.105, 'learning_rate': 7.777714285714286e-06, 'epoch': 0.61}
{'loss': 0.0746, 'learning_rate': 7.72057142857143e-06, 'epoch': 0.61}
{'loss': 0.0832, 'learning_rate': 7.663428571428572e-06, 'epoch': 0.62}
{'loss': 0.0906, 'learning_rate': 7.606285714285715e-06, 'epoch': 0.62}
{'loss': 0.0765, 'learning_rate': 7.549142857142858e-06, 'epoch': 0.62}
{'loss': 0.0862, 'learning_rate': 7.4920000000000004e-06, 'epoch': 0.63}
{'loss': 0.0923, 'learning_rate': 7.4348571428571435e-06, 'epoch': 0.63}
{'loss': 0.1071, 'learning_rate': 7.378285714285714e-06, 'epoch': 0.63}
{'loss': 0.102, 'learning_rate': 7.321142857142858e-06, 'epoch': 0.63}
